Date,Ticker,Mkt-RF,SMB,HML,RMW,CMA,Mom,Idio
2023-08-18,CFLT,9.226927725716446e-05,3.8077193414401757e-06,1.1766024795911362e-05,0.00010078470538262352,7.863717485336247e-05,5.346265529537173e-06,0.001303139789306218
2023-08-21,CFLT,8.435695046235916e-05,2.4281972456352366e-06,1.2393401691990924e-05,9.701139800712663e-05,7.839920760083761e-05,3.458369835424746e-06,0.0013019619410177033
2023-08-22,CFLT,8.743877380696867e-05,8.521524392082899e-07,8.82639116832008e-06,9.378995812180965e-05,6.855187989209941e-05,3.1807395484357e-06,0.0012981127274372406
2023-08-23,CFLT,9.104218993243756e-05,7.662377307445968e-07,8.496489643358526e-06,9.188260063781548e-05,6.806026433117027e-05,3.526936745851238e-06,0.0013082008723004739
2023-08-24,CFLT,9.451954426490349e-05,8.146628838076867e-07,8.827759593184117e-06,9.578452017097459e-05,6.858807745683623e-05,2.9118699849402053e-06,0.0013172478216725131
2023-08-25,CFLT,0.00010229072459164046,7.712331283610269e-07,8.208561169174375e-06,9.621459756984312e-05,6.77586826955146e-05,2.478886511033199e-06,0.0013031075924222874
2023-08-28,CFLT,9.882955475060407e-05,5.943105466134455e-07,8.491966482131795e-06,9.422388466452394e-05,6.974500550878983e-05,2.251914955396208e-06,0.001311673387026886
2023-08-29,CFLT,9.430682349199711e-05,5.43275906772178e-07,8.213472303183628e-06,9.40495362882015e-05,7.195006894418483e-05,2.5141262942437914e-06,0.001316872361352723
2023-08-30,CFLT,9.287647958558416e-05,5.146479493211089e-07,8.151616008182232e-06,9.41799237370535e-05,7.194940536546716e-05,2.5594515190556588e-06,0.0013087152440808222
2023-08-31,CFLT,9.12536156500994e-05,4.3462750569333085e-07,8.600270378312518e-06,9.354500122214278e-05,7.225464107663454e-05,2.1617299341370736e-06,0.0013132046121727844
2023-09-01,CFLT,8.832671734903634e-05,4.1490588581564143e-07,9.236438865229682e-06,9.37229845973462e-05,7.457259410762366e-05,1.9585346440301203e-06,0.0012667935173413375
2023-09-05,CFLT,7.63267300572958e-05,3.064369056920127e-07,9.594638999029969e-06,9.288464280973058e-05,7.36590674992466e-05,1.5935950014745445e-06,0.0012897023083564233
2023-09-06,CFLT,7.618378724187709e-05,2.895027130445187e-07,9.508263986450781e-06,9.286638693506347e-05,7.360453399883516e-05,1.6217813778879404e-06,0.0012884682977744705
2023-09-07,CFLT,7.576687191858631e-05,1.481503961965311e-07,8.647410942638144e-06,8.9263270218805e-05,7.386670995891022e-05,1.9512255847408427e-06,0.001293494835671195
2023-09-08,CFLT,7.977179280082513e-05,4.179658842517097e-09,6.536282123098813e-06,8.247712846236808e-05,7.218315073389552e-05,2.0916802472809674e-06,0.001244300789114005
2023-09-11,CFLT,7.5462477403805e-05,8.0601395471616e-08,5.056920725395627e-06,7.846363346632997e-05,6.95931551622077e-05,2.1035033701735643e-06,0.0012534352652106245
2023-09-12,CFLT,8.182031466529366e-05,1.93381869893207e-09,5.159333797910748e-06,8.398906029592873e-05,6.84256308282597e-05,2.5948290354661977e-06,0.0012422282631511209
2023-09-13,CFLT,8.657332351201903e-05,1.3484631241269374e-10,2.8113781137930875e-06,8.510760683920696e-05,6.356699203221955e-05,3.0626434073199618e-06,0.0012322425446454318
2023-09-14,CFLT,9.237510878617138e-05,7.264616731508428e-10,2.4864235096383656e-06,8.483250790425213e-05,6.215351642185835e-05,3.081159244212944e-06,0.0012204828472378118
2023-09-15,CFLT,8.969424587013423e-05,4.075534119605704e-08,8.489458627077561e-07,7.77445980871161e-05,5.889558171178148e-05,6.0582226763435874e-06,0.0012316982210684427
2023-09-18,CFLT,9.956634578890706e-05,4.2742525053185144e-08,8.830906787330466e-07,7.461425959737613e-05,6.112158770103543e-05,4.754918021355161e-06,0.0012022088903480784
2023-09-19,CFLT,8.954788457932761e-05,3.8707898326473663e-10,1.837907161128461e-07,7.172268980117042e-05,5.967303809069834e-05,5.986875552226342e-06,0.0012218559177925802
2023-09-20,CFLT,8.484391974093032e-05,8.947812958465317e-11,2.322806470240812e-07,7.255642911816121e-05,6.318084089336499e-05,6.266137879137351e-06,0.0011928595709843443
2023-09-21,CFLT,8.659221055473731e-05,1.4446348421175573e-08,3.2535654498726814e-11,7.154093924107987e-05,5.5258054091882935e-05,5.931052865817099e-06,0.0011802794669140799
2023-09-22,CFLT,8.665978185049712e-05,5.905637798024731e-09,9.302162931763836e-08,6.951214694278352e-05,5.186042568124971e-05,6.201297655608266e-06,0.001182977324383103
2023-09-25,CFLT,8.648687864456395e-05,4.582610758546389e-09,8.878937996179728e-08,6.956227875121128e-05,5.19073303118149e-05,6.065914339484516e-06,0.0011569986093561285
2023-09-26,CFLT,9.847745123743452e-05,4.493242030302752e-09,4.5635155057535573e-11,6.916366564580603e-05,4.89626648142381e-05,4.3052789616167335e-06,0.0011672108898251436
2023-09-27,CFLT,0.00012046984485485706,2.011374463063063e-07,1.4466563166180646e-08,6.693102560468749e-05,4.583160904624364e-05,4.994776929335276e-06,0.001150428338341537
2023-09-28,CFLT,0.0001179477766969364,1.2678072013165747e-08,2.7341099955835807e-09,6.309590995421589e-05,4.991681002679488e-05,3.710796067301101e-06,0.0011403801931242378
2023-09-29,CFLT,0.00011649275985450195,2.1206088299453897e-09,8.745034006515454e-10,6.574988254618173e-05,5.040502115696921e-05,4.071920786871404e-06,0.0011324347641940664
2023-10-02,CFLT,0.00010305232964146772,1.1880998990985994e-10,4.1357226568663e-07,7.007439824554377e-05,5.72687412005051e-05,2.9492080298764126e-06,0.0011180075160833647
2023-10-03,CFLT,9.732890994114103e-05,2.1259598500064466e-08,6.824444756710381e-07,6.883035684694987e-05,5.8900266005609604e-05,2.1448090642327533e-06,0.0011367150557258486
2023-10-04,CFLT,0.0001154199373364185,4.941130935526859e-08,1.3712761937342715e-06,7.217522959333742e-05,5.619239174989422e-05,6.252737208052638e-07,0.0011199943293606586
2023-10-05,CFLT,0.00011287557769950463,1.379056570905114e-07,9.863582951537293e-07,7.152968109705247e-05,5.4800941318940334e-05,1.3360114390083878e-06,0.0011153799145817629
2023-10-06,CFLT,0.00011561332203862442,4.142284033980771e-08,3.65666500988711e-07,6.58986167500095e-05,5.463022905976105e-05,1.852338959476052e-06,0.0011148059962875676
2023-10-09,CFLT,0.00012077338548668423,9.538490648815468e-08,1.4292336669798144e-06,6.800063437455903e-05,5.8892276640368726e-05,2.8121490269838016e-07,0.001112603910264923
2023-10-10,CFLT,0.00012306690529080425,1.104624199747956e-07,1.5843838734459957e-06,6.436809501005023e-05,6.107031224706178e-05,3.165814972060479e-07,0.001118582863153203
2023-10-11,CFLT,0.00012914498182827662,1.679945615276017e-07,1.967335700660045e-06,6.662743378709633e-05,5.868120082184808e-05,3.380820018391059e-07,0.0010994549429713518
2023-10-12,CFLT,0.0001300886568001096,1.539301902845348e-08,3.2516883575255e-07,6.281656137226537e-05,6.283037805891824e-05,3.5261531808886005e-06,0.0010742684603910237
2023-10-13,CFLT,0.00013207430880839353,2.7520225504609916e-08,1.0296393616654653e-07,6.0191550658456184e-05,6.278746253055548e-05,4.8403829152368205e-06,0.0010904558802693502
2023-10-16,CFLT,0.00013250964667248274,3.3261831293206536e-08,3.4817572274370904e-07,6.074846162843212e-05,7.061648513798536e-05,2.588924772975399e-06,0.0010880101756687395
2023-10-17,CFLT,0.00013453666677376496,1.657720217221479e-07,6.41315447411078e-07,7.955468285889823e-05,7.210855408558538e-05,1.8179496169621475e-06,0.0010581812859670522
2023-10-18,CFLT,0.00013045886938279,2.968151027965481e-07,5.318161888235279e-07,7.752597918535556e-05,7.47756602211981e-05,2.8396586915886018e-06,0.0010642997898655344
2023-10-19,CFLT,0.00012521318363191146,3.018906830161396e-07,2.1895164158905173e-07,7.354339358009967e-05,7.282683474583404e-05,3.4697381819443735e-06,0.0010498811448250202
2023-10-20,CFLT,0.00012257688868423015,5.767096487478563e-07,1.0786290785655717e-07,7.142470143974079e-05,6.966008320184107e-05,2.256153399364765e-06,0.0010663938500406786
2023-10-23,CFLT,0.00012603521050418988,3.2865890063853066e-07,6.509328944069878e-07,7.13758071907977e-05,7.329726751032577e-05,1.6101111481099462e-06,0.0010204601182242337
2023-10-24,CFLT,0.00013716211883947038,1.7116309333663525e-07,1.4424419681008381e-06,6.808471014738501e-05,6.651093732447776e-05,7.675010975823199e-07,0.0010018562027150103
2023-10-25,CFLT,0.00013853670273729685,4.941510523468569e-08,1.6309878857567277e-06,7.263027833207912e-05,5.9711173783280644e-05,2.4372198779093604e-07,0.0010327049468377872
2023-10-26,CFLT,0.00017628776296650293,3.2445659362462127e-07,7.996624612159203e-06,9.507811975939758e-05,5.290380155324215e-05,2.069566684106863e-06,0.0009923504228356963
2023-10-27,CFLT,0.00017720959921654973,5.194942575083877e-07,9.458349728618493e-06,9.803575973033584e-05,5.277990967485649e-05,1.6581510113566713e-06,0.0009725566211657439
2023-10-30,CFLT,0.00020095146865989965,3.6653313138791654e-07,8.392275343659957e-06,9.509388796156051e-05,4.615770768836232e-05,2.1119707078417157e-06,0.0009533237271353788
2023-10-31,CFLT,0.0001994196187468019,4.558485902078004e-08,6.8381168620759934e-06,9.619555238314405e-05,4.304082689636724e-05,3.93284962277965e-06,0.0009509168173940135
2023-11-01,CFLT,0.00020242774059549935,4.2211929259336436e-08,4.304446786135445e-06,9.628163817531357e-05,3.807291798505383e-05,3.0191991089483283e-06,0.0009501976366964417
2023-11-02,CFLT,0.0001689648577616978,2.108543806797465e-06,6.481781662701418e-07,8.836886715586051e-05,3.171376418328743e-05,1.7388904733845995e-07,0.0021756563539398694
2023-11-03,CFLT,4.264174249015437e-07,3.831041229361501e-05,3.8045058006957655e-05,3.448013925494168e-05,0.00011789193036561522,1.8683766163192267e-07,0.0023214195615379033
2023-11-06,CFLT,4.363203788284722e-06,5.167634676076382e-05,4.0520918145135995e-05,3.693836209724445e-05,0.00011962020150884021,2.0743262670988326e-08,0.0022760166617494916
2023-11-07,CFLT,4.421819631971247e-06,4.8476600885988605e-05,3.91713642119034e-05,3.811314402591964e-05,0.00012028250882733495,3.8053700759745146e-10,0.0022823296887294424
2023-11-08,CFLT,2.3484793515411336e-06,4.914993769993722e-05,3.245042230312572e-05,4.11424517986656e-05,0.00013133835172016818,1.9380550471607396e-07,0.0022763717140075472
2023-11-09,CFLT,2.4815629140296174e-06,5.168508015280936e-05,3.6257356118883814e-05,3.968717251622325e-05,0.00013159529964696455,1.1817937549535117e-07,0.002284247117890589
2023-11-10,CFLT,3.556570085371023e-06,5.960577105257632e-05,4.455661426984381e-05,4.17404897076825e-05,0.00012833854367869416,8.502805499243348e-10,0.0022656686002899226
2023-11-13,CFLT,1.072740298222928e-05,6.0520254461854016e-05,4.7650665235049405e-05,3.520635711306436e-05,0.00011955958239109062,2.5148393062088356e-07,0.0022388193722707108
2023-11-14,CFLT,1.116847027108115e-05,5.855982766790632e-05,4.6698242922779866e-05,3.477468546899688e-05,0.00011543100530575635,4.909484555842353e-07,0.002320110319475261
2023-11-15,CFLT,1.6335483191443175e-05,7.394631605144145e-05,4.865182860613547e-05,3.5675159019573544e-05,0.00012076167218602917,1.496567777914378e-07,0.0021988586982273615
2023-11-16,CFLT,1.2234051687210098e-05,7.930768105701209e-05,7.478825809176492e-05,3.1235974707624944e-05,9.249677010081054e-05,4.3308084781539215e-07,0.002224557711006717
2023-11-17,CFLT,1.3321704607793398e-05,9.79934198363363e-05,9.442933474139549e-05,2.298667929655538e-05,8.659861650843297e-05,3.7532803560540884e-08,0.0022006986054125812
2023-11-20,CFLT,1.3339625965850096e-05,9.812254501583981e-05,9.387715181622829e-05,2.2867753041387053e-05,8.756436145108294e-05,2.7430086219970068e-08,0.0021899282848767683
2023-11-21,CFLT,1.0243913918104208e-05,0.00010126396184346292,9.72598856541324e-05,2.5014384234056432e-05,9.955278560915616e-05,2.889990585729733e-07,0.0021661545401686646
2023-11-22,CFLT,1.5490051606467308e-05,0.00010060967082033193,0.0001045122192061819,2.447703271718728e-05,9.40445167577416e-05,1.4722837768416963e-07,0.0021544588868499
2023-11-24,CFLT,1.6160959568112605e-05,0.00010063427131321555,0.00010564568618399542,2.417371526676861e-05,9.367174664242652e-05,2.297956932612197e-07,0.002146053825626346
2023-11-27,CFLT,1.980319506163221e-05,0.00011288876317198842,0.00011824376392779162,1.2715110338905089e-05,0.00010957154647222682,7.855432156224582e-08,0.002104326215534809
2023-11-28,CFLT,2.2988500309176582e-05,0.00011098407576717778,0.00012590389697830556,1.2087470261094977e-05,0.0001066029337569398,6.754539907204717e-07,0.0021246573614667136
2023-11-29,CFLT,3.136759529716187e-05,9.605099662836386e-05,0.00012900045656235405,1.3595589482100485e-05,8.198498529565876e-05,1.5478825333805148e-06,0.0021619266665021046
2023-11-30,CFLT,2.869163934791078e-05,9.314109600687757e-05,0.00011638243860014833,1.5928175313031213e-05,8.894744940209885e-05,1.8276756277955182e-06,0.002164420171939221
2023-12-01,CFLT,2.9151693658352233e-05,9.154806700538701e-05,0.00011575689921912953,1.6410041481353926e-05,8.670388968856127e-05,1.7276335327661653e-06,0.0021801339564190584
2023-12-04,CFLT,1.1176318438578923e-05,9.919846333313989e-05,0.00013099937351871568,2.2861209386738817e-05,0.00010041961702943852,2.792555125113249e-06,0.0021717037177927862
2023-12-05,CFLT,1.0417536094649418e-05,0.00011911379267366385,0.00014869944146824932,2.0970745304911524e-05,8.348944982093447e-05,2.3885065555445577e-06,0.0021581220942504865
2023-12-06,CFLT,1.2003512905560682e-05,0.00011796047379953615,0.0001502584728559342,2.081093567748553e-05,7.788563679484341e-05,3.0219743229173755e-06,0.0021296867619701233
2023-12-07,CFLT,1.3489567752657228e-05,0.00012386546014764505,0.0001470862884064066,1.8079452568436056e-05,7.102993042963911e-05,2.458911414070134e-06,0.002143805237223414
2023-12-08,CFLT,1.3835774102603492e-05,0.00012332191968057168,0.0001540490542605492,1.8027098803486377e-05,7.088682889818536e-05,2.9605065242177343e-06,0.0021178508021807985
2023-12-11,CFLT,1.3077639520530918e-05,0.0001332311699978953,0.00015504412135544052,1.6803416466786636e-05,6.971996928047159e-05,2.4083659898899316e-06,0.0021132700946845115
2023-12-12,CFLT,1.9360933191966468e-05,0.00013525808210283855,0.0001932515397184774,1.4651291187012796e-05,6.581329834516482e-05,6.263732228270285e-06,0.0020608486008386823
2023-12-13,CFLT,1.8133860557967196e-05,0.0001392810394079155,0.00019019176289799592,1.4032488621788918e-05,7.425461855743835e-05,8.884474932340486e-06,0.0020442214863445884
2023-12-14,CFLT,2.6749462305267e-05,0.0001446383419228304,0.0002127345777083495,1.0435882611594787e-05,7.189381521650423e-05,1.1984202881469465e-05,0.0020580830968078005
2023-12-15,CFLT,2.828721539390095e-05,0.00016247647618294696,0.00017178284131699764,8.288269125201272e-06,7.810396037556349e-05,1.2217118770617136e-05,0.0020889948498255687
2023-12-18,CFLT,2.840699692960869e-05,0.00017092016969975975,0.00016751547795530286,8.343578011364943e-06,8.210827746290663e-05,1.0745163620037186e-05,0.0020744651108993485
2023-12-19,CFLT,1.6528829176735863e-05,0.00019378024913527798,0.00018381270621921141,8.282099872114157e-06,0.00010075357158014623,1.1350805677388038e-05,0.0020157149349654666
2023-12-20,CFLT,1.2385153445998843e-05,0.00016696424431756986,0.00019956159108622525,1.1753284837939258e-05,0.00015481613282683737,4.2171347806407034e-05,0.0019173001647199192
2023-12-21,CFLT,1.751596191372837e-05,0.00016399643859872493,0.0002248478495638499,1.074111230440329e-05,0.00015641020251939156,5.2980054587710475e-05,0.0018604824529022171
2023-12-22,CFLT,1.5846472044000053e-05,0.00016075391000769252,0.00022092776894541493,1.0982785572425835e-05,0.00015585276699154875,5.2421717501922905e-05,0.0018728928359704083
2023-12-26,CFLT,1.3768806519361998e-05,0.00017189431965988932,0.0002445280767289171,1.1349384491560768e-05,0.00018330257852186002,5.741299105011485e-05,0.0017766687568101065
2023-12-27,CFLT,1.6952905140103836e-05,0.00017616734903563465,0.0002688190591924323,8.437025503653455e-06,0.00018873841700110632,6.814325353033911e-05,0.0017004346546639825
2023-12-28,CFLT,1.897074267589385e-05,0.00017346413466234523,0.00026873373837758044,7.465509128032815e-06,0.00018210278780620578,6.89431056297466e-05,0.0017042417117268628
2023-12-29,CFLT,2.1578047350696534e-05,0.0001724173069380444,0.0002704684558791979,6.767754728665697e-06,0.00017322822572785485,7.002042496153204e-05,0.0017155915839230668
2024-01-02,CFLT,1.7874165611984337e-05,0.00017648511757610065,0.0002604850710190277,7.616488213237381e-06,0.00017659011084947564,6.685164692539804e-05,0.0017274114732607486
2024-01-03,CFLT,1.825314567797454e-05,0.00017226196347773398,0.00025658104945557053,7.194256820917123e-06,0.00017731044940310617,7.318852834634743e-05,0.001744089615469719
2024-01-04,CFLT,1.8057080969344785e-05,0.00017591260732262353,0.00025468493117658335,6.501239165798376e-06,0.00017851950075163114,7.081743473280817e-05,0.0017449825830413905
2024-01-05,CFLT,1.781447634559281e-05,0.00017689001230334416,0.0002582800388771429,6.2015696580095265e-06,0.00017786419782507069,7.143255720129379e-05,0.0017478665480061785
2024-01-08,CFLT,1.7671737588233506e-05,0.00015828924565101953,0.00022694839634853072,8.127695280995482e-06,0.0001875975970973982,7.21622965411659e-05,0.0017695735071149665
2024-01-09,CFLT,1.2212270331030973e-05,0.00013728690324462447,0.00019173519200426758,6.175688214410928e-06,0.0002079633641281972,8.745374207194856e-05,0.0018058527953965346
2024-01-10,CFLT,8.619954670137502e-06,0.00014304205507976965,0.00019179181866531907,6.034452040547813e-06,0.0002182472122147475,8.315190174347552e-05,0.0018010326117773512
2024-01-11,CFLT,8.75895461744303e-06,0.0001433258331218955,0.0001835473334431758,6.577855228882818e-06,0.00022669506853615804,7.99979843943488e-05,0.001789411456577805
2024-01-12,CFLT,8.778850431797738e-06,0.00014357859653302084,0.00018441019297658873,6.429770205884356e-06,0.00022391544991084403,7.90776327309342e-05,0.001792955730227829
2024-01-16,CFLT,8.532600760336417e-06,0.00015510246014051644,0.00023043136589190753,3.546597406534364e-06,0.00023520839179238734,9.646209153474352e-05,0.0016982365873209227
2024-01-17,CFLT,7.42425864378561e-06,0.00015066301223404748,0.00022898966396982161,3.7886912991819195e-06,0.0002381680675126193,9.629599480736364e-05,0.0017027272704500114
2024-01-18,CFLT,8.506544377990471e-06,0.0001468854133631729,0.00023054679219980184,4.2640327962640135e-06,0.00022935490694193396,9.704053818441956e-05,0.0017041071494733751
2024-01-19,CFLT,3.7938691276485415e-06,0.00015679219691055386,0.00024048783897486867,6.9607900207274795e-06,0.00022106844443629676,7.630145325451697e-05,0.001710257902018846
2024-01-22,CFLT,3.6660969460180906e-06,0.0001527725335196076,0.00020145779921425366,9.768054677846877e-06,0.00030950182925423955,7.745679382376169e-05,0.0016198269965597332
2024-01-23,CFLT,4.114003471342878e-06,0.00014719792722234196,0.00020931047449332664,9.661621548125005e-06,0.0003082649488668972,8.594352629342394e-05,0.0016022892269872706
2024-01-24,CFLT,4.658952009801049e-06,0.00014784405553294245,0.00020777275606795534,8.17461770576371e-06,0.00031603008562764215,8.992033353260258e-05,0.0015866291188827934
2024-01-25,CFLT,4.44576623902638e-06,0.00014503058857546605,0.00020208329637831342,8.654794698929473e-06,0.0003191832940458913,8.925184396635881e-05,0.0015710937465427343
2024-01-26,CFLT,8.183554687700256e-06,0.00013324392711747994,0.00018679718903825304,1.0683460801491117e-05,0.00025931560714532916,8.682731393797521e-05,0.0016707720191099153
2024-01-29,CFLT,9.207107767112224e-06,0.00013428244349332832,0.00019496451144374323,1.0702711688837877e-05,0.0002723081496554542,9.810655909781637e-05,0.0016494348308512905
2024-01-30,CFLT,1.0011190598774864e-05,0.00013723480847429898,0.0001969584396701419,1.2133054423932866e-05,0.0002788961345882103,9.514459430947209e-05,0.0016343506880696183
2024-01-31,CFLT,1.0504437798598607e-05,0.00013284645551723523,0.00017690987540323183,1.3423478046569769e-05,0.00026360446096653574,8.137243032506523e-05,0.0016913873805157451
2024-02-01,CFLT,8.138795051724647e-06,0.00013415405718162658,0.0001634048786949825,1.4230794524252379e-05,0.00027617924112033256,7.408441911528518e-05,0.0016735892929772393
2024-02-02,CFLT,3.996093295884101e-06,0.0001246360311613559,0.00013089933488687756,1.7775824161298816e-05,0.00026800983649947954,6.244056715448282e-05,0.0015806561705822872
2024-02-05,CFLT,1.0527274952407477e-05,9.546765194710028e-05,0.00011504845020253587,3.0101664218362642e-05,0.00022942787945218492,5.0319871928201594e-05,0.0016386024101802297
2024-02-06,CFLT,2.8146979585780847e-06,9.40603652230778e-05,9.094102794517159e-05,3.600937488289219e-05,0.0003095904513239644,6.130535898316203e-05,0.0015765588419030183
2024-02-07,CFLT,5.176298191119509e-07,0.00010184391733768417,8.405162800612083e-05,3.765705342018106e-05,0.0003389397244304523,5.371886859643727e-05,0.001575289116609042
2024-02-08,CFLT,1.1713372196228129e-06,9.881711679868119e-05,8.73058789155265e-05,3.587919755385569e-05,0.00035758547773745544,6.0512607445466614e-05,0.002453609412947167
2024-02-09,CFLT,1.1196221994008817e-05,0.00024291116427821736,0.00012603181473595215,3.590061487127893e-05,0.0005482860394327921,5.103985803764e-05,0.002088657571665915
2024-02-12,CFLT,9.104633132438346e-06,0.00020459762484137357,0.00011785878724105969,3.6848773895591616e-05,0.0005185365275378884,6.726381248654771e-05,0.0021583596879402416
2024-02-13,CFLT,8.884189510680923e-06,0.00020156246163299511,0.00012240269952219402,3.679517992735034e-05,0.000534036156290101,6.908585610322562e-05,0.0021299128132135883
2024-02-14,CFLT,1.3108082977491994e-05,0.0001657299316632819,0.00011590888287364114,3.970616318467195e-05,0.000516939691547425,6.302325318779447e-05,0.0022391191262103186
2024-02-15,CFLT,1.5253099874610003e-05,0.0001725257034398241,0.00012393004823417746,3.733355657871192e-05,0.0005090415043189219,6.0377113418646004e-05,0.0022389392667043796
2024-02-16,CFLT,1.591925322370436e-05,0.00017180506924825627,0.0001258150662599701,3.77361907122636e-05,0.0005083245431378168,5.887968622489841e-05,0.0022323257177571908
2024-02-20,CFLT,1.7154570894596996e-05,0.00016707115177208757,0.00012795037240239657,3.7586157344395145e-05,0.000498951309365023,6.245868017492328e-05,0.0022564823288266644
2024-02-21,CFLT,1.7105161171131593e-05,0.0001665792994896372,0.0001288752094602704,3.667409540055171e-05,0.00048628371098928736,6.148203518468105e-05,0.0022736872479188677
